Nome EC,UF EC,Cidade EC,Logradouro EC,Desvio de Preço (%),Blacklist,Preço por Litro,Mercadoria
MIRAGE,SP,MAUA,Rua AV ANTONIA ROSA FIORAVANTI 1,"-5,09%",🔵 Abaixo da média,4.09,Etanol
PAINEIRAO POSTO E RESTAURANTE L,SP,FRANCA,"Rua ROD.  CANDIDO PORTINARI 334,","-5,09%",🔵 Abaixo da média,4.09,Etanol
POSTO ANTONIO MARTINEZ IV LTDA,SP,RIBEIRAO PRETO,"Área RUA AMERICO BATISTA, 79, S/","-5,09%",🔵 Abaixo da média,4.09,Etanol
POSTO CAXUXA MGM,MG,UBERABA,"Rodovia ROD BR050, NA","-5,09%",🔵 Abaixo da média,4.09,Etanol
POSTO CAXUXA PERDIZINHA,MG,PERDIZES,"Rua AVENIDA GERCINO COUTINHO, S/","-5,09%",🔵 Abaixo da média,4.09,Etanol
POSTO DA GRUTA,SP,SAO JOSE DOS CAMPOS,Avenida DEPUTADO BENEDITO MATARA,"-5,09%",🔵 Abaixo da média,4.09,Etanol
POSTO ISARIS,SP,SAO JOSE DOS CAMPOS,Área Avenida Engenheiro Francisc,"-5,09%",🔵 Abaixo da média,4.09,Etanol
POSTO MACHICO,SP,ITAQUAQUECETUBA,"Rua EST BONSUCESSO 777, S/N","-5,09%",🔵 Abaixo da média,4.09,Etanol
POSTO MIRANTE VIA NORTE LTDA,SP,RIBEIRAO PRETO,"Rua R RIO XINGU, S/N","-5,09%",🔵 Abaixo da média,4.09,Etanol
POSTO NIQUELINA-SHELL,MG,BELO HORIZONTE,"Rua AV DO CONTORNO 3347, S/N","-5,09%",🔵 Abaixo da média,4.09,Etanol
POSTO PARIS,MG,UBERLANDIA,Rua PC.  CLARINDA DE FREITAS 375,"-5,09%",🔵 Abaixo da média,4.09,Etanol
REDE BOX 15,SP,RIBEIRAO PRETO,"Rua ANTONIO ALVES PASSIG 995, S/","-5,09%",🔵 Abaixo da média,4.09,Etanol
AUTO POSTO JAVARI,SP,RIBEIRAO PRETO,"Rua R JAVARI, S/N","-5,09%",🔵 Abaixo da média,4.089999999999999,Etanol
AUTO POSTO PAPAI DE MAUA LTDA,SP,MAUA,"Rua AV BR MAUA 2711, S/N","-5,09%",🔵 Abaixo da média,4.089999999999999,Etanol
POSTO SANTANA,SP,IPUA,Rua AV SANTANA DOS OLHOS D AGUA,"-5,09%",🔵 Abaixo da média,4.089999999999999,Etanol
AUTO POSTO CAMPEAO,MA,VITORIA DO MEARIM,"Rua OUTROS BR, 222","-5,10%",🔵 Abaixo da média,5.9,Gasolina Comum
COCAMAR POSTO DE COMBUSTIVIES,PR,MARINGA,Rodovia ROD PR317 SAIDA PARA CAM,"-5,12%",🔵 Abaixo da média,5.64,Diesel
POSTO PICA PAU III - BR,SP,GUARUJA,"Rua R. PRF IDALINO PINEZ 981, S/","-5,19%",🔵 Abaixo da média,4.085763927026842,Etanol
POSTO CLEMENTINO,PI,LAGOINHA DO PIAUI,Rodovia ROD BR ESQUINA COM BR PO,"-5,21%",🔵 Abaixo da média,5.893657308086932,Gasolina Comum
POSTO IPIRANGA,CE,ITAPAJE,"Rua BR 222 KM125 100, S/N","-5,23%",🔵 Abaixo da média,5.57,Diesel S10
POSTO REGINA,MA,IMPERATRIZ,"Rua ROD BR-010  KL 1352   S/N, S","-5,26%",🔵 Abaixo da média,5.890410514595537,Gasolina Comum
PB COMBUSTIVEIS LTDA,RN,PARNAMIRIM,"Área AV PILOTO PEREIRA TIM, 316,","-5,27%",🔵 Abaixo da média,5.890000000000001,Gasolina Comum
POSTO RENAZA,RJ,MAGE,"Rua AV SANTOS DUMONT 1513, S/N","-5,27%",🔵 Abaixo da média,5.890000000000001,Gasolina Comum
POSTO SAO GONCALO,CE,SAO GONCALO DO AMARANTE,"Avenida DOCA PARAIBA, 400","-5,27%",🔵 Abaixo da média,5.890000000000001,Gasolina Comum
POSTO SOL DA DUTRA,RJ,PORTO REAL,"Rodovia PRESIDENTE DUTRA, 3","-5,27%",🔵 Abaixo da média,5.890000000000001,Gasolina Comum
FIGUEIRA,MS,CAMPO GRANDE,"Rua AV. CEL ANTONINO 3514, S/N","-5,27%",🔵 Abaixo da média,5.89,Gasolina Comum
GRAN SUZANO AUTO POSTO,SP,SUZANO,Rua AV.  ANTONIO MARQUES FIGUEIR,"-5,27%",🔵 Abaixo da média,5.89,Gasolina Comum
POSTO BRASIL,RJ,NITEROI,"Área R SAO LOURENCO 3, S/N","-5,27%",🔵 Abaixo da média,5.89,Gasolina Comum
POSTO DE GASOLINA RENA,RJ,MAGE,"Rua ROD.  SANTOS DUMONT 16886, S","-5,27%",🔵 Abaixo da média,5.89,Gasolina Comum
POSTO DO PEPE,MG,UBERABA,Rua AV DEP JOSE MARCUS CHEREM 20,"-5,27%",🔵 Abaixo da média,5.89,Gasolina Comum
POSTO MAGNOLIA,PI,TERESINA,"Rua AV PRES GETULIO VARGAS 1310,","-5,27%",🔵 Abaixo da média,5.89,Gasolina Comum
POSTO OPCAO,PB,JOAO PESSOA,"Área R. DEP BARRETO SOBRINHO 09,","-5,27%",🔵 Abaixo da média,5.89,Gasolina Comum
POSTO PICA PAU III - BR,SP,GUARUJA,"Rua R. PRF IDALINO PINEZ 981, S/","-5,27%",🔵 Abaixo da média,5.89,Gasolina Comum
POSTOS ODON,RN,LAJES,Rua SIT ALTO PRETO MARGEM AO LAD,"-5,27%",🔵 Abaixo da média,5.89,Gasolina Comum
RALPHA POSTO LTDA,SP,BARUERI,"Rua ALAMEDA ARAGUAIA N.826, S/N","-5,27%",🔵 Abaixo da média,5.89,Gasolina Comum
SUPER POSTO ORIENTE,PA,MARITUBA,"Rua ROD BR 316 KM 14, S/N","-5,27%",🔵 Abaixo da média,5.89,Gasolina Comum
VILA FIGUEIRA,SP,SUZANO,Rua AV ANTONIO MARQUES FIGUEIRA,"-5,27%",🔵 Abaixo da média,5.89,Gasolina Comum
L B R AUTO POSTO LTDA,SP,BRODOWSKI,"Rua AV D LUIZ A MOUSINHO 235, S/","-5,32%",🔵 Abaixo da média,4.08,Etanol
POSTO ESTRELA,CE,TRAIRI,"Rua AV MIGUEL PINTO FERREIRA 99,","-5,43%",🔵 Abaixo da média,5.88,Gasolina Comum
POSTO GUIMARAES,MA,CAXIAS,"Rua AV NEREU BITTENCOURT 66, S/N","-5,43%",🔵 Abaixo da média,5.88,Gasolina Comum
POSTO DE COMBUSTIVEIS ADE,DF,BRASILIA,"Rua ADE CONJUNTO, 16, S/N","-5,43%",🔵 Abaixo da média,5.879999999999999,Gasolina Comum
POSTO BRASIL,MA,BACABAL,Área AV. BR RIO BRANCO  BR 316 K,"-5,54%",🔵 Abaixo da média,5.873055237367951,Gasolina Comum
AUTO POSTO MIRO LTDA,SP,SAO PAULO,"Rua EST POA SN, S/N","-5,55%",🔵 Abaixo da média,4.07,Etanol
POSTO PISTAO SUL,DF,BRASILIA,"Rua QS 09 RUA 123 LOTE 24 E 26,","-5,59%",🔵 Abaixo da média,5.87,Gasolina Comum
POSTO MACIEL,MA,CAXIAS,"Rua ALTO DA CRUZ, 2242","-5,63%",🔵 Abaixo da média,5.867401332649924,Gasolina Comum
POSTO AVANCO,RJ,BARRA MANSA,"Rua R MAJ JOSE BENTO 806, S/N","-5,75%",🔵 Abaixo da média,5.86,Gasolina Comum
POSTO NATUREZA MAIOBA,MA,SAO JOSE DE RIBAMAR,"Área EST DA MAIOBA MA, 202, S/N","-5,91%",🔵 Abaixo da média,5.85,Gasolina Comum
POSTO SOL DA DUTRA,RJ,ITATIAIA,Rua ROD PRESIDENTE DUTRA SN KM 3,"-5,91%",🔵 Abaixo da média,5.85,Gasolina Comum
AUTO POSTO SERRA DOS PIRINEUS,GO,COCALZINHO DE GOIAS,Rua ROD BR 414 TREVO DE COCALZIN,"-6,07%",🔵 Abaixo da média,5.84,Gasolina Comum
CUNHAS AUTO POSTO,SP,SAO JOSE DOS CAMPOS,"Rua AV GUADALUPE 660, S/N","-6,08%",🔵 Abaixo da média,4.047447864945383,Etanol
UNIAO COMERCIO DE COMBUSTIVEL,CE,FORTALEZA,"Rua AV BORGES DE MELO 1277, S/N","-6,13%",🔵 Abaixo da média,5.58,Diesel
POSTO PROVIDENCIA,PA,MARITUBA,"Rodovia BR 316, 3700","-6,23%",🔵 Abaixo da média,5.83,Gasolina Comum
POSTO CACHOEIRA 4,PE,PARNAMIRIM,"Rua ROD 316   KM 142, S/N","-6,30%",🔵 Abaixo da média,5.570000000000001,Diesel
L E S COMERCIO DE COMBUSTIVEIS,CE,MARACANAU,Rua ROD. DR MENDEL STEINBRUCH 99,"-6,30%",🔵 Abaixo da média,5.57,Diesel
POSTO INDEPENDENCIA LO,MS,CAMPO GRANDE,"Rua AV. JULIO DE CASTILHO 300, S","-6,36%",🔵 Abaixo da média,4.035216075332101,Etanol
POSTO VITORIA LOCATELLI,MS,CAMPO GRANDE,"Rua COSTA E SILVA 967, S/N","-6,49%",🔵 Abaixo da média,5.814,Gasolina Comum
COMERCIO DE COMBUSTIVEIS PETROSO,MA,BALSAS,"Rua AV DR JOSE BERNARDINO, 130,","-6,55%",🔵 Abaixo da média,5.8100000000000005,Gasolina Comum
POSTO KATIA LOCATELLI,MT,CAMPO GRANDE,"Rua AV FILITO MILLER 14, S/N","-6,66%",🔵 Abaixo da média,4.0222639108302625,Etanol
POSTO SOL NASCENTE,MA,BALSAS,"Rua AVENIDA CONTORNO 70, S/N","-6,71%",🔵 Abaixo da média,5.8,Gasolina Comum
POSTO LAGOA,MA,SAO LUIS,AV CEL COLARES MOREIRA,"-6,84%",🔵 Abaixo da média,5.791960895759918,Gasolina Comum
A POSTO SETE ESTRELA,SP,PRAIA GRANDE,"Área Rua dos Lírios, 408","-6,87%",🔵 Abaixo da média,5.79,Gasolina Comum
AP FARIA LIMA,SP,SAO JOSE DOS CAMPOS,"Rua AV. BRG FARIA LIMA 899, S/N","-6,87%",🔵 Abaixo da média,5.79,Gasolina Comum
P.CACIQUE 15,PI,TERESINA,"Avenida MARANHAO, 3399","-6,87%",🔵 Abaixo da média,5.79,Gasolina Comum
POSTO BOA HORA,MA,BACABAL,"Rua BR 316 QUILOMETRO 100, S/N","-6,87%",🔵 Abaixo da média,5.79,Gasolina Comum
REST E POSTO J ITATIAI,RJ,ITATIAIA,"Rua ROD PRES DUTRA KM 316, S/N","-6,87%",🔵 Abaixo da média,5.789999999999999,Gasolina Comum
POSTO PIRIPIRI,PI,PIRIPIRI,"Avenida ADERSON FERREIRA, 2390","-7,03%",🔵 Abaixo da média,5.78,Gasolina Comum
AUTO POSTO PESSEGO,SP,SAO PAULO,"Rua EST.  PESSEGO  2681, S/N","-7,28%",🔵 Abaixo da média,3.995709391949757,Etanol
AUTO POSTO VIADUTO PA-SHELL,SP,RIBEIRAO PIRES,"Rua R HUMBERTO DE CAMPOS 1100, S","-7,32%",🔵 Abaixo da média,3.993882479205795,Etanol
POSTO ABC,MG,SAO SEBASTIAO DO PARAISO,"Área AV ZEZE AMARAL, 335, S/N","-7,33%",🔵 Abaixo da média,3.9935241471152714,Etanol
EDU PETRO COMBUSTIVEIS,PE,CARPINA,Rua AV CONGRESSO EUCARISTICO INT,"-7,36%",🔵 Abaixo da média,5.76,Gasolina Comum
POSTO CACIQUE 41,MA,TIMON,"Área R.  AQUILES LISBOA 47, S/N","-7,36%",🔵 Abaixo da média,5.76,Gasolina Comum
POSTO DE SERV FORTE LTDA,SP,MAUA,"Rua AV PRES CASTELO BRANCO 985,","-7,39%",🔵 Abaixo da média,3.9908760786718656,Etanol
GRANDE PARADA,PR,JURANDA,"Rua RODOVIA BR 369 KM 412, S/N","-7,41%",🔵 Abaixo da média,3.990000000000001,Etanol
AUTO POSTO PRESIDENTE,SP,SAO PAULO,"Rua AV PRES KENNEDY 1540, S/N","-7,41%",🔵 Abaixo da média,3.9900000000000007,Etanol
DECIO AUTO POSTO,MG,UBERLANDIA,"Rua ANEL VIARIO AYRTON SENNA, S/","-7,41%",🔵 Abaixo da média,3.9900000000000007,Etanol
DECIO UBERLANDIA,MG,CRUZEIRO DOS PEIXOTOS,"Rua ROD BR 050 KM 85,8, S/N","-7,41%",🔵 Abaixo da média,3.9900000000000007,Etanol
GOLD AUTO POSTO,PR,UBIRATA,"Rua PROFESSOR PEDRO BECKHAUSER,","-7,41%",🔵 Abaixo da média,3.9900000000000007,Etanol
POSTO NOSSA SENHORA DA ROSA MIST,MS,CAMPO GRANDE,"Rua R. CHAPARRAL,21, S/N","-7,41%",🔵 Abaixo da média,3.9900000000000007,Etanol
POSTO TB,PR,TERRA BOA,"Rua AV BRASIL 90 90, S/N","-7,41%",🔵 Abaixo da média,3.9900000000000007,Etanol
POSTO ZZ UBERLANDIA,MG,UBERLANDIA,Rua AV.  PAULO ROBERTO CUNHA S 1,"-7,41%",🔵 Abaixo da média,3.9900000000000007,Etanol
AUTO POSTO GALVEZ,SP,PERUIBE,Área AVENIDA RUA FREI ANTONIO SA,"-7,41%",🔵 Abaixo da média,3.99,Etanol
AUTO POSTO GOLD PETRO,SP,RIBEIRAO PRETO,"Rua AV.  MONTEIRO LOBATO, 1431,","-7,41%",🔵 Abaixo da média,3.99,Etanol
AUTO POSTO MUFFATO,PR,CAMPO MOURAO,Rua AV.MANOEL MENDES DE CAMARG 2,"-7,41%",🔵 Abaixo da média,3.99,Etanol
AUTO POSTO PALAZZO,SP,SUZANO,"Rua R.  BARUEL 1300, S/N","-7,41%",🔵 Abaixo da média,3.99,Etanol
AUTO POSTO PRISCILA,SP,GUARULHOS,"Rua AV MAL RONDON 550, S/N","-7,41%",🔵 Abaixo da média,3.99,Etanol
CARREFOUR PAG,SP,GUARUJA,"Rua AV TANCREDO NEVES 191, S/N","-7,41%",🔵 Abaixo da média,3.99,Etanol
GRAN SUZANO AUTO POSTO,SP,SUZANO,Rua AV.  ANTONIO MARQUES FIGUEIR,"-7,41%",🔵 Abaixo da média,3.99,Etanol
JACARE AUTO POSTO LTDA,MG,SAO SEBASTIAO DO PARAISO,"Rua AV OLIVEIRA REZENDE 1016, S/","-7,41%",🔵 Abaixo da média,3.99,Etanol
JUSARA,SP,PATROCINIO PAULISTA,"Rua ROD RONAM ROCHA QL, S/N","-7,41%",🔵 Abaixo da média,3.99,Etanol
POSTO 2M - SHELL,MG,UBERLANDIA,"Rua AV.  GETULIO VARGAS 1316, S/","-7,41%",🔵 Abaixo da média,3.99,Etanol
POSTO ABC,MG,OLIVEIRA,"Rua AV MARACANA 770, S/N","-7,41%",🔵 Abaixo da média,3.99,Etanol
POSTO AEROPORTO,SP,RIBEIRAO PRETO,Rua AV.  THOMAZ ALBERTO WHATEL 5,"-7,41%",🔵 Abaixo da média,3.99,Etanol
POSTO BATATAIS,SP,BATATAIS,"Rua ROD ALTINO ARANTES KM 50, S/","-7,41%",🔵 Abaixo da média,3.99,Etanol
POSTO DAS FIGUEIRAS DE COM,SP,RIBEIRAO PRETO,"Rua R.  SERGIO ACHE 961, S/N","-7,41%",🔵 Abaixo da média,3.99,Etanol
POSTO E SERVICOS NOVA JERUSALEM,SP,SAO PAULO,"Rua R.  CONTINENTES 444, S/N","-7,41%",🔵 Abaixo da média,3.99,Etanol
POSTO FLAMBOYANT DE RIBEIRAO PRE,SP,RIBEIRAO PRETO,Avenida SENADOR TEOTONIO VILELLA,"-7,41%",🔵 Abaixo da média,3.99,Etanol
POSTO GUAPORE DE RIBEIRAO PRETO,SP,RIBEIRAO PRETO,"Rua R GUAPORE 1326, S/N","-7,41%",🔵 Abaixo da média,3.99,Etanol
POSTO JOAO PESSOA,MG,UBERLANDIA,"Rua AV.  JOAO PESSOA 875, S/N","-7,41%",🔵 Abaixo da média,3.99,Etanol
POSTO KATIA LOCATELLI,MS,CAMPO GRANDE,"Rua AV MATO GROSSO, 1510, S/N","-7,41%",🔵 Abaixo da média,3.99,Etanol
POSTO MONACO,SP,RIBEIRAO PRETO,Rua AV MARECHAL COSTA E SILVA 14,"-7,41%",🔵 Abaixo da média,3.99,Etanol
REDE SETE ESTRELAS,SP,JACAREI,"Rua R.  BEGONIAS 13, S/N","-7,41%",🔵 Abaixo da média,3.99,Etanol
BRASILIA COMERCIO DE COMBUSTIVE,PR,UBIRATA,Rua AV YOLANDA LOUREIRO DE CARVA,"-7,41%",🔵 Abaixo da média,3.9899999999999998,Etanol
PAULO BORGES COMERCIO DE COMBUST,SP,ITUVERAVA,"Área AVENIDA DOUTOR PAULO BORGE,","-7,41%",🔵 Abaixo da média,3.9899999999999998,Etanol
POSTO EVEREST,SP,RIBEIRAO PRETO,"Avenida SAUDADE, 668","-7,41%",🔵 Abaixo da média,3.9899999999999998,Etanol
POSTO KATIA LOCATELLI,MS,CAMPO GRANDE,"Rua R CEARA 1661, S/N","-7,41%",🔵 Abaixo da média,3.9899999999999993,Etanol
POSTO BCA FLORESTA,PR,FLORESTA,"Área ROD PR 317 KM 25, S/N","-7,41%",🔵 Abaixo da média,3.989999999999999,Etanol
POSTO MAIS BOA ESPERANCA,MA,TIMON,"Rua BR316 6563, S/N","-7,52%",🔵 Abaixo da média,5.75,Gasolina Comum
RT 185,SP,SAO PAULO,Rua ROD.RAPOSO TAV KM 18 E MEI 8,"-7,60%",🔵 Abaixo da média,3.981680476047002,Etanol
AUTO POSTO X-5,SP,SAO PAULO,"Rua R.  LOPES DA COSTA 1091, S/N","-7,64%",🔵 Abaixo da média,3.98,Etanol
POSTO CACIQUE 40,MA,TIMON,Área AV.  FRANCISCO CARLOS JANS,"-7,68%",🔵 Abaixo da média,5.739999999999999,Gasolina Comum
A POSTO SETE ESTRELA,SP,PRAIA GRANDE,"Área Rua dos Lírios, 408","-7,68%",🔵 Abaixo da média,3.9781606879606874,Etanol
BV AUTO POSTO LTDA,MG,UBERLANDIA,"Rua RUA ALBERTO ARAUJO, 45, S/N","-7,69%",🔵 Abaixo da média,3.9778482972136224,Etanol
AS ILHAS AUTO POSTO,SP,SAO SEBASTIAO,Área RUA MANOEL MARCELINO DE MAT,"-7,81%",🔵 Abaixo da média,3.9728563316297563,Etanol
POSTO CERRI,SP,RIBEIRAO PRETO,"Rua AV PETROPOLIS 720, S/N","-7,87%",🔵 Abaixo da média,3.97,Etanol
AUTO POSTO MORENAO,MS,CAMPO GRANDE,"Avenida COSTA E SILVA, 1059","-8,07%",🔵 Abaixo da média,3.961419233435674,Etanol
POSTO DE COMBUSTIVEL SAO CRISTOV,CE,CRATEUS,Rua AV  BENONY MOURAO FILHO 1030,"-8,10%",🔵 Abaixo da média,5.7137664300344015,Gasolina Comum
LEO COMERCIO DE DERIVADOS DE PE,CE,FORTALEZA,"Rua AVENIDA CEL CARVALHO, S/N","-8,16%",🔵 Abaixo da média,5.71,Gasolina Comum
POSTO NACIONAL,MA,GRAJAU,"Rua BR 226 KM 414 S/N, S/N","-8,16%",🔵 Abaixo da média,5.71,Gasolina Comum
POSTO ABC,MG,SAO SEBASTIAO DO PARAISO,"Área ROD BR 491, 100 A, S/N","-8,21%",🔵 Abaixo da média,3.955489264865934,Etanol
AUTO POSTO ITARARE,SP,SAO VICENTE,"Rua AV MARTINS FONTES 1572, S/N","-8,34%",🔵 Abaixo da média,3.9500000000000006,Etanol
AUTO POSTO JOTI,SP,CARAGUATATUBA,"Rua AV PRES CAMPOS SALLES 450, S","-8,34%",🔵 Abaixo da média,3.95,Etanol
POSTO REAL,SP,RIBEIRAO PRETO,"Rua AV.  BRASIL  2244, S/N","-8,34%",🔵 Abaixo da média,3.95,Etanol
P.CACIQUE 11,PI,TERESINA,"Avenida DEPUTADO PAULO FERRAZ, 2","-8,48%",🔵 Abaixo da média,5.69,Gasolina Comum
POSTO ANA TERRA,MA,ALTO ALEGRE DO MARANHAO,"Rua BR 316 KILOMETRO 406  SN, S/","-8,48%",🔵 Abaixo da média,5.69,Gasolina Comum
POSTO CACIQUE 23,PI,TERESINA,"Área RODOVIA BR 343 SN, S/N","-8,48%",🔵 Abaixo da média,5.69,Gasolina Comum
RPA,PA,ANANINDEUA,"Área Rodovia BR-316, 0, 0","-8,48%",🔵 Abaixo da média,5.69,Gasolina Comum
POSTO MAIS PAIZAO BACABAL,MA,BACABAL,"Rua ESTR. BR 316 KM 365 05, S/N","-8,48%",🔵 Abaixo da média,5.6899999999999995,Gasolina Comum
POSTO HOMERO,PI,TERESINA,"Avenida DOUTOR NICANOR BARRETO,","-8,53%",🔵 Abaixo da média,5.68718163869694,Gasolina Comum
AUTO POSTO BELEZURA LTDA,SP,SAO PAULO,"Área R ULISSES CRUZ, 296, S/N","-8,57%",🔵 Abaixo da média,3.94,Etanol
POSTO SUL AMERICANO,RJ,RESENDE,"Rua ROD PRES DUTRA KM 306, S/N","-8,59%",🔵 Abaixo da média,5.682998508204873,Gasolina Comum
CARREFOUR PSR,ES,SERRA,Rua ROD.GOV M COVAS KM266.56 N60,"-8,64%",🔵 Abaixo da média,5.679999999999999,Gasolina Comum
CARONE COMBUSTIVEIS,MA,SAO LUIS,"Rua AV PRINCIPAL  02, S/N","-8,80%",🔵 Abaixo da média,5.67,Gasolina Comum
POSTO VITORIA LOCATELLI,MS,CAMPO GRANDE,"Rua COSTA E SILVA 967, S/N","-8,90%",🔵 Abaixo da média,3.9256168161486937,Etanol
AUTO POSTO DOI21894,MA,BARRA DO CORDA,"Rua RIO TEFE, 653","-8,96%",🔵 Abaixo da média,5.66,Gasolina Comum
VILA FIGUEIRA,SP,SUZANO,Rua AV ANTONIO MARQUES FIGUEIRA,"-9,10%",🔵 Abaixo da média,3.9172698851680403,Etanol
POSTO 593,SP,SANTO ANDRE,"Rua ORATORIO, 593","-9,11%",🔵 Abaixo da média,3.9166123657904484,Etanol
POSTO MAIS,PI,TERESINA,"Rua AV TANCREDO NEVES 8570, S/N","-9,13%",🔵 Abaixo da média,5.65,Gasolina Comum
POSTO LIBERDADE,MS,CAMPO GRANDE,"Rua AV. CEL ANTONINO ,902, S/N","-9,26%",🔵 Abaixo da média,3.91,Etanol
PETRO COM DE COMBUSTIVEIS,MA,BALSAS,"Rua AV GOV LUIZ ROCHA 41 B, S/N","-9,29%",🔵 Abaixo da média,5.64,Gasolina Comum
RVM DO SUDOESTE -ESSO,MG,PASSOS,Rua AV. CDOR FRANCISCO A MAIA 43,"-9,34%",🔵 Abaixo da média,4.49,Lava-Rápido
POSTO NOSSA SENHORA DA CONCEICA,PI,PARNAIBA,Rua AV. DEP PINHEIRO MACHADO 670,"-9,61%",🔵 Abaixo da média,5.62,Gasolina Comum
MACHADO R. P. COMERCIO DE COMBU,SP,RIBEIRAO PRETO,"Avenida DEZENOVE DE JUNHO, 401","-9,61%",🔵 Abaixo da média,3.895083748302399,Etanol
AUTO POSTO MUFFATO,PR,ROLANDIA,Rua AV. PRES GETULIO VARGAS 3634,"-9,73%",🔵 Abaixo da média,3.89,Etanol
CLASSE A SERV AUTOMOTI,SP,SAO PAULO,"Rua AV. PRF VICENTE RAO 1001, S/","-9,73%",🔵 Abaixo da média,3.89,Etanol
FIGUEIRA,MS,CAMPO GRANDE,"Rua AV. CEL ANTONINO 3514, S/N","-9,73%",🔵 Abaixo da média,3.89,Etanol
AUTO POSTO TROKAR,MS,CAMPO GRANDE,"Rua R JOSE ANTONIO PEREIRA 260,","-9,73%",🔵 Abaixo da média,3.8899999999999997,Etanol
POSTO GUARA,SP,GUARA,"RUA DUQUE DE CAXIAS, 746","-9,73%",🔵 Abaixo da média,3.8899999999999997,Etanol
POSTO MACEDO PAICANDU,PR,PAICANDU,"Rua MARECHAL CASTELO BRANCO, 129","-9,73%",🔵 Abaixo da média,3.8899999999999997,Etanol
POSTO SHOPPING VALE,SP,SAO JOSE DOS CAMPOS,"Rua R.JORDANIA 152(FUNDOS), S/N","-9,73%",🔵 Abaixo da média,3.8899999999999997,Etanol
REDE SETE ESTRELAS,SP,SAO JOSE DOS CAMPOS,"Rua AV.  CASSIANO RICARDO 1680,","-9,73%",🔵 Abaixo da média,3.8899999999999997,Etanol
AUTO SETE ESTRELAS,SP,SAO JOSE DOS CAMPOS,Rua PC.  CANDIDO DIAS CASTEJON 5,"-9,75%",🔵 Abaixo da média,3.889141284032934,Etanol
POSTO JOVEM,PI,PARNAIBA,"Rua DEP PINHEIRO MACHADO, S/N","-9,81%",🔵 Abaixo da média,5.60761421319797,Gasolina Comum
POSTO REGINA,MA,IMPERATRIZ,"Rua ROD BR-010  KL 1352   S/N, S","-9,96%",🔵 Abaixo da média,3.45,Arla 32
ALESAT TRIBUS SERVICE,CE,CRATO,Rua AV PERIMETRAL DOM FRANCISCO,"-10,09%",🔵 Abaixo da média,5.59,Gasolina Comum
REDE CEARA OUTLET,CE,CAUCAIA,"Área ROD. BR 020, KM 14,5, 6354,","-10,09%",🔵 Abaixo da média,5.59,Gasolina Comum
POSTO IMBIRUSSU,MS,CAMPO GRANDE,"Rua AV MAL DEODORO 1156, S/N","-10,11%",🔵 Abaixo da média,3.8733711319423447,Etanol
AUTO POSTO LIDER MOGI,SP,MOGI DAS CRUZES,"Rua R CB DIOGO OLIVER 616, S/N","-10,19%",🔵 Abaixo da média,3.8699999999999997,Etanol
POSTO SUL-SHELL,CE,FORTALEZA,"Rua ROD.  BR-116 KM 07 N 2620, S","-10,22%",🔵 Abaixo da média,5.5821229050279335,Gasolina Comum
POSTO CASTELO LOCATELLI,MS,CAMPO GRANDE,Rua AV MASCARENHAS DE MORAES 211,"-10,23%",🔵 Abaixo da média,3.8682732864674874,Etanol
POSTO ABN,CE,PINDORETAMA,"Rua AV VALEREALBINO 405, S/N","-10,57%",🔵 Abaixo da média,5.56,Gasolina Comum
POSTO CAMBEBA,CE,FORTALEZA,"Rua AV WASHINGTON SOARES 5501, S","-10,57%",🔵 Abaixo da média,5.56,Gasolina Comum
P GASOLINA LIMOEIRO LTDA,RJ,PARAIBA DO SUL,"Rua ROD BR 393 KM 182, S/N","-10,83%",🔵 Abaixo da média,5.543974121996302,Gasolina Comum
POSTO PALOMA,MA,SAO LUIS,AV JERONIMO DE ALBUQUERQUE MARAN,"-11,06%",🔵 Abaixo da média,5.529999999999999,Gasolina Comum
AUTO POSTO ILHA DA MADEIRA LTDA,SP,SUZANO,Rua AV MAJOR PINHEIRO FROES 2017,"-11,42%",🔵 Abaixo da média,3.8171544368600676,Etanol
CARLOS HUMBERTO ENES ANDRADE,MG,UBERABA,Rua AV NOSSA SENHORA DO DESTERRO,"-12,05%",🔵 Abaixo da média,3.7901023158589573,Etanol
POSTO POSITIVO,MS,CAMPO GRANDE,Rua AV ENG AMELIO CARVALHO BAI 3,"-12,98%",🔵 Abaixo da média,3.75,Etanol
AUTO POSTO BOULEVAR,SP,SAO PAULO,"Área EST PRES JUSCELINO KUBI, S/","-13,21%",🔵 Abaixo da média,3.74,Etanol
DRI-CAR,SP,SAO PAULO,"Rua AVENIDA SAPOPEMBA 15938, S/N","-13,21%",🔵 Abaixo da média,3.7399999999999998,Etanol
AUTO POSTOSAO JORGE,MS,CAMPO GRANDE,"Rua AVENIDA  GUAICURUS, S/N","-13,23%",🔵 Abaixo da média,3.7392587072481955,Etanol
FIOPOSTO,CE,FORTALEZA,"Rua AV.  WASHINGTON SOARES 1010,","-13,79%",🔵 Abaixo da média,5.359999999999999,Gasolina Comum
POSTO SAN LORENZO LTDA,CE,FORTALEZA,"Área R ALMIRANTE RUBIM, S/N","-14,27%",🔵 Abaixo da média,5.33,Gasolina Comum
EURO GAS,DF,BRASILIA,"Rua QS 9 R 123 L 06 / 14, S/N","-15,91%",🔵 Abaixo da média,4.94,Etanol Aditivado
AUTO POSTO GONZAGAO,MA,IMPERATRIZ,"Praça LINO TEIXEIRA, 306","-16,52%",🔵 Abaixo da média,5.19,Gasolina Comum
